battles,2,,,,-1
beaten,2,,,,-2
beatific,4,,,,3
beating,2,,,,-1
beauties,4,,,,3
beautiful,4,,,,3
beautifully,4,,,,3
beautify,4,,,,3
belittle,2,,,,-2
belittled,2,,,,-2
beloved,4,,,,3
benefit,4,,,,2
benefits,4,,,,2
benefitted,4,,,,2
benefitting,4,,,,2
bereave,2,,,,-2
bereaved,2,,,,-2
bereaves,2,,,,-2
bereaving,2,,,,-2
best,4,,,,3
betray,1,,,,-3
betrayal,1,,,,-3
betrayed,1,,,,-3
betraying,1,,,,-3
betrays,1,,,,-3
better,4,,,,2
bias,2,,,,-1
biased,2,,,,-2
big,3,,,,1
bitch,0,,,,-5
bitches,0,,,,-5
bitter,2,,,,-2
bitterly,2,,,,-2
bizarre,2,,,,-2
blah,2,,,,-2
blame,2,,,,-2
blamed,2,,,,-2
blames,2,,,,-2
blaming,2,,,,-2
bless,4,,,,2
blesses,4,,,,2
blessing,4,,,,3
blind,2,,,,-1
bliss,4,,,,3
blissful,4,,,,3
blithe,4,,,,2
block,2,,,,-1
blockbuster,4,,,,3
blocked,2,,,,-1
blocking,2,,,,-1
blocks,2,,,,-1
bloody,1,,,,-3
blurry,2,,,,-2
boastful,2,,,,-2
bold,4,,,,2
boldly,4,,,,2
bomb,2,,,,-1
boost,3,,,,1
boosted,3,,,,1
boosting,3,,,,1
boosts,3,,,,1
bore,2,,,,-2
bored,2,,,,-2
boring,1,,,,-3
bother,2,,,,-2
bothered,2,,,,-2
bothers,2,,,,-2
bothersome,2,,,,-2
boycott,2,,,,-2
boycotted,2,,,,-2
boycotting,2,,,,-2
boycotts,2,,,,-2
brainwashing,1,,,,-3
brave,4,,,,2
breakthrough,4,,,,3
breathtaking,5,,,,5
bribe,1,,,,-3
bright,3,,,,1
brightest,4,,,,2
brightness,3,,,,1
brilliant,5,,,,4
brisk,4,,,,2
broke,2,,,,-1
broken,2,,,,-1
brooding,2,,,,-2
bullied,2,,,,-2
bullshit,1,,,,-4
bully,2,,,,-2
bullying,2,,,,-2
bummer,2,,,,-2
buoyant,4,,,,2
burden,2,,,,-2
burdened,2,,,,-2
burdening,2,,,,-2
burdens,2,,,,-2
calm,4,,,,2
calmed,4,,,,2
calming,4,,,,2
calms,4,,,,2
can't stand,1,,,,-3
cancel,2,,,,-1
cancelled,2,,,,-1
cancelling,2,,,,-1
cancels,2,,,,-1
cancer,2,,,,-1
capable,3,,,,1
captivated,4,,,,3
care,4,,,,2
carefree,3,,,,1
careful,4,,,,2
carefully,4,,,,2
careless,2,,,,-2
cares,4,,,,2
cashing in,2,,,,-2
casualty,2,,,,-2
catastrophe,1,,,,-3
catastrophic,1,,,,-4
cautious,2,,,,-1
celebrate,4,,,,3
celebrated,4,,,,3
celebrates,4,,,,3
celebrating,4,,,,3
censor,2,,,,-2
censored,2,,,,-2
censors,2,,,,-2
certain,3,,,,1
chagrin,2,,,,-2
chagrined,2,,,,-2
challenge,2,,,,-1
chance,4,,,,2
chances,4,,,,2
chaos,2,,,,-2
chaotic,2,,,,-2
charged,1,,,,-3
charges,2,,,,-2
charm,4,,,,3
charming,4,,,,3
charmless,1,,,,-3
chastise,1,,,,-3
chastised,1,,,,-3
chastises,1,,,,-3
chastising,1,,,,-3
cheat,1,,,,-3
cheated,1,,,,-3
cheater,1,,,,-3
cheaters,1,,,,-3
cheats,1,,,,-3
cheer,4,,,,2
cheered,4,,,,2
cheerful,4,,,,2
cheering,4,,,,2
cheerless,2,,,,-2
cheers,4,,,,2
cheery,4,,,,3
cherish,4,,,,2
cherished,4,,,,2
cherishes,4,,,,2
cherishing,4,,,,2
chic,4,,,,2
childish,2,,,,-2
chilling,2,,,,-1
choke,2,,,,-2
choked,2,,,,-2
chokes,2,,,,-2
choking,2,,,,-2
clarifies,4,,,,2
clarity,4,,,,2
clash,2,,,,-2
classy,4,,,,3
clean,4,,,,2
cleaner,4,,,,2
clear,3,,,,1
cleared,3,,,,1
clearly,3,,,,1
clears,3,,,,1
clever,4,,,,2
clouded,2,,,,-1
clueless,2,,,,-2
cock,0,,,,-5
cocksucker,0,,,,-5
cocksuckers,0,,,,-5
cocky,2,,,,-2
coerced,2,,,,-2
collapse,2,,,,-2
collapsed,2,,,,-2
collapses,2,,,,-2
collapsing,2,,,,-2
collide,2,,,,-1
collides,2,,,,-1
colliding,2,,,,-1
collision,2,,,,-2
collisions,2,,,,-2
colluding,1,,,,-3
combat,2,,,,-1
combats,2,,,,-1
comedy,3,,,,1
comfort,4,,,,2
comfortable,4,,,,2
comforting,4,,,,2
comforts,4,,,,2
commend,4,,,,2
commended,4,,,,2
commit,3,,,,1
commitment,4,,,,2
commits,3,,,,1
committed,3,,,,1
committing,3,,,,1
compassionate,4,,,,2
compelled,3,,,,1
competent,4,,,,2
competitive,4,,,,2
complacent,2,,,,-2
complain,2,,,,-2
complained,2,,,,-2
complains,2,,,,-2
comprehensive,4,,,,2
conciliate,4,,,,2
conciliated,4,,,,2
conciliates,4,,,,2
conciliating,4,,,,2
condemn,2,,,,-2
condemnation,2,,,,-2
condemned,2,,,,-2
condemns,2,,,,-2
confidence,4,,,,2
confident,4,,,,2
conflict,2,,,,-2
conflicting,2,,,,-2
conflictive,2,,,,-2
conflicts,2,,,,-2
confuse,2,,,,-2
confused,2,,,,-2
confusing,2,,,,-2
congrats,4,,,,2
congratulate,4,,,,2
congratulation,4,,,,2
congratulations,4,,,,2
consent,4,,,,2
consents,4,,,,2
consolable,4,,,,2
conspiracy,1,,,,-3
constrained,2,,,,-2
contagion,2,,,,-2
contagions,2,,,,-2
contagious,2,,,,-1
contempt,2,,,,-2
contemptuous,2,,,,-2
contemptuously,2,,,,-2
contend,2,,,,-1
contender,2,,,,-1
contending,2,,,,-1
contentious,2,,,,-2
contestable,2,,,,-2
controversial,2,,,,-2
controversially,2,,,,-2
convince,3,,,,1
convinced,3,,,,1
convinces,3,,,,1
convivial,4,,,,2
cool,3,,,,1
cool stuff,4,,,,3
cornered,2,,,,-2
corpse,2,,,,-1
costly,2,,,,-2
courage,4,,,,2
courageous,4,,,,2
courteous,4,,,,2
courtesy,4,,,,2
cover-up,1,,,,-3
coward,2,,,,-2
cowardly,2,,,,-2
coziness,4,,,,2
cramp,2,,,,-1
crap,1,,,,-3
crash,2,,,,-2
crazier,2,,,,-2
craziest,2,,,,-2
crazy,2,,,,-2
creative,4,,,,2
crestfallen,2,,,,-2
cried,2,,,,-2
cries,2,,,,-2
crime,1,,,,-3
criminal,1,,,,-3
criminals,1,,,,-3
crisis,1,,,,-3
critic,2,,,,-2
criticism,2,,,,-2
criticize,2,,,,-2
criticized,2,,,,-2
criticizes,2,,,,-2
criticizing,2,,,,-2
critics,2,,,,-2
cruel,1,,,,-3
cruelty,1,,,,-3
crush,2,,,,-1
crushed,2,,,,-2
crushes,2,,,,-1
crushing,2,,,,-1
cry,2,,,,-1
crying,2,,,,-2
cunt,0,,,,-5
curious,3,,,,1
curse,2,,,,-1
cut,2,,,,-1
cute,4,,,,2
cuts,2,,,,-1
cutting,2,,,,-1
cynic,2,,,,-2
cynical,2,,,,-2
cynicism,2,,,,-2
damage,1,,,,-3
damages,1,,,,-3
damn,1,,,,-4
damned,1,,,,-4
damnit,1,,,,-4
danger,2,,,,-2
daredevil,4,,,,2
daring,4,,,,2
darkest,2,,,,-2
darkness,2,,,,-1
dauntless,4,,,,2
dead,1,,,,-3
deadlock,2,,,,-2
deafening,2,,,,-1
dear,4,,,,2
dearly,4,,,,3
death,2,,,,-2
debonair,4,,,,2
debt,2,,,,-2
deceit,1,,,,-3
deceitful,1,,,,-3
deceive,1,,,,-3
deceived,1,,,,-3
deceives,1,,,,-3
deceiving,1,,,,-3
deception,1,,,,-3
decisive,3,,,,1
dedicated,4,,,,2
defeated,2,,,,-2
defect,1,,,,-3
defects,1,,,,-3
defender,4,,,,2
defenders,4,,,,2
defenseless,2,,,,-2
defer,2,,,,-1
deferring,2,,,,-1
defiant,2,,,,-1
deficit,2,,,,-2
degrade,2,,,,-2
degraded,2,,,,-2
degrades,2,,,,-2
dehumanize,2,,,,-2
dehumanized,2,,,,-2
dehumanizes,2,,,,-2
dehumanizing,2,,,,-2
deject,2,,,,-2
dejected,2,,,,-2
dejecting,2,,,,-2
dejects,2,,,,-2
delay,2,,,,-1
delayed,2,,,,-1
delight,4,,,,3
delighted,4,,,,3
delighting,4,,,,3
delights,4,,,,3
demand,2,,,,-1
demanded,2,,,,-1
demanding,2,,,,-1
demands,2,,,,-1
demonstration,2,,,,-1
demoralized,2,,,,-2
denied,2,,,,-2
denier,2,,,,-2
deniers,2,,,,-2
denies,2,,,,-2
denounce,2,,,,-2
denounces,2,,,,-2
deny,2,,,,-2
denying,2,,,,-2
depressed,2,,,,-2
depressing,2,,,,-2
derail,2,,,,-2
derailed,2,,,,-2
derails,2,,,,-2
deride,2,,,,-2
derided,2,,,,-2
derides,2,,,,-2
deriding,2,,,,-2
derision,2,,,,-2
desirable,4,,,,2
desire,3,,,,1
desired,4,,,,2
desirous,4,,,,2
despair,1,,,,-3
despairing,1,,,,-3
despairs,1,,,,-3
desperate,1,,,,-3
desperately,1,,,,-3
despondent,1,,,,-3
destroy,1,,,,-3
destroyed,1,,,,-3
destroying,1,,,,-3
destroys,1,,,,-3
destruction,1,,,,-3
destructive,1,,,,-3
detached,2,,,,-1
detain,2,,,,-2
detained,2,,,,-2
detention,2,,,,-2
determined,4,,,,2
devastate,2,,,,-2
devastated,2,,,,-2
devastating,2,,,,-2
devoted,4,,,,3
diamond,3,,,,1
dick,1,,,,-4
dickhead,1,,,,-4
die,1,,,,-3
died,1,,,,-3
difficult,2,,,,-1
diffident,2,,,,-2
dilemma,2,,,,-1
dipshit,1,,,,-3
dire,1,,,,-3
direful,1,,,,-3
dirt,2,,,,-2
dirtier,2,,,,-2
dirtiest,2,,,,-2
dirty,2,,,,-2
disabling,2,,,,-1
disadvantage,2,,,,-2
disadvantaged,2,,,,-2
disappear,2,,,,-1
disappeared,2,,,,-1
disappears,2,,,,-1
disappoint,2,,,,-2
disappointed,2,,,,-2
disappointing,2,,,,-2
disappointment,2,,,,-2
disappointments,2,,,,-2
disappoints,2,,,,-2
disaster,2,,,,-2
disasters,2,,,,-2
disastrous,1,,,,-3
disbelieve,2,,,,-2
discard,2,,,,-1
discarded,2,,,,-1
discarding,2,,,,-1
discards,2,,,,-1
disconsolate,2,,,,-2
disconsolation,2,,,,-2
discontented,2,,,,-2
discord,2,,,,-2
discounted,2,,,,-1
discouraged,2,,,,-2
discredited,2,,,,-2
disdain,2,,,,-2
disgrace,2,,,,-2
disgraced,2,,,,-2
disguise,2,,,,-1
disguised,2,,,,-1
disguises,2,,,,-1
disguising,2,,,,-1
disgust,1,,,,-3
disgusted,1,,,,-3
disgusting,1,,,,-3
disheartened,2,,,,-2
dishonest,2,,,,-2
disillusioned,2,,,,-2
disinclined,2,,,,-2
disjointed,2,,,,-2
dislike,2,,,,-2
dismal,2,,,,-2
dismayed,2,,,,-2
disorder,2,,,,-2
disorganized,2,,,,-2
disoriented,2,,,,-2
disparage,2,,,,-2
disparaged,2,,,,-2
disparages,2,,,,-2
disparaging,2,,,,-2
displeased,2,,,,-2
dispute,2,,,,-2
disputed,2,,,,-2
disputes,2,,,,-2
disputing,2,,,,-2
disqualified,2,,,,-2
disquiet,2,,,,-2
disregard,2,,,,-2
disregarded,2,,,,-2
disregarding,2,,,,-2
disregards,2,,,,-2
disrespect,2,,,,-2
disrespected,2,,,,-2
disruption,2,,,,-2
disruptions,2,,,,-2
disruptive,2,,,,-2
dissatisfied,2,,,,-2
distort,2,,,,-2
distorted,2,,,,-2
distorting,2,,,,-2
distorts,2,,,,-2
distract,2,,,,-2
distracted,2,,,,-2
distraction,2,,,,-2
distracts,2,,,,-2
distress,2,,,,-2
distressed,2,,,,-2
distresses,2,,,,-2
distressing,2,,,,-2
distrust,1,,,,-3
distrustful,1,,,,-3
disturb,2,,,,-2
disturbed,2,,,,-2
disturbing,2,,,,-2
disturbs,2,,,,-2
dithering,2,,,,-2
dizzy,2,,,,-1
dodging,2,,,,-2
dodgy,2,,,,-2
does not work,1,,,,-3
dolorous,2,,,,-2
dont like,2,,,,-2
doom,2,,,,-2
doomed,2,,,,-2
doubt,2,,,,-1
doubted,2,,,,-1
doubtful,2,,,,-1
doubting,2,,,,-1
doubts,2,,,,-1
douche,1,,,,-3
douchebag,1,,,,-3
downcast,2,,,,-2
downhearted,2,,,,-2
downside,2,,,,-2
drag,2,,,,-1
dragged,2,,,,-1
drags,2,,,,-1
drained,2,,,,-2
dread,2,,,,-2
dreaded,2,,,,-2
dreadful,1,,,,-3
dreading,2,,,,-2
dream,3,,,,1
dreams,3,,,,1
dreary,2,,,,-2
droopy,2,,,,-2
drop,2,,,,-1
drown,2,,,,-2
drowned,2,,,,-2
drowns,2,,,,-2
drunk,2,,,,-2
dubious,2,,,,-2
dud,2,,,,-2
dull,2,,,,-2
dumb,1,,,,-3
dumbass,1,,,,-3
dump,2,,,,-1
dumped,2,,,,-2
dumps,2,,,,-1
dupe,2,,,,-2
duped,2,,,,-2
dysfunction,2,,,,-2
eager,4,,,,2
earnest,4,,,,2
ease,4,,,,2
easy,3,,,,1
ecstatic,5,,,,4
eerie,2,,,,-2
eery,2,,,,-2
effective,4,,,,2
effectively,4,,,,2
elated,4,,,,3
elation,4,,,,3
elegant,4,,,,2
elegantly,4,,,,2
embarrass,2,,,,-2
embarrassed,2,,,,-2
embarrasses,2,,,,-2
embarrassing,2,,,,-2
embarrassment,2,,,,-2
embittered,2,,,,-2
embrace,3,,,,1
emergency,2,,,,-2
empathetic,4,,,,2
emptiness,2,,,,-1
empty,2,,,,-1
enchanted,4,,,,2
encourage,4,,,,2
encouraged,4,,,,2
encouragement,4,,,,2
encourages,4,,,,2
endorse,4,,,,2
endorsed,4,,,,2
endorsement,4,,,,2
endorses,4,,,,2
enemies,2,,,,-2
enemy,2,,,,-2
energetic,4,,,,2
engage,3,,,,1
engages,3,,,,1
engrossed,3,,,,1
enjoy,4,,,,2
enjoying,4,,,,2
enjoys,4,,,,2
enlighten,4,,,,2
enlightened,4,,,,2
enlightening,4,,,,2
enlightens,4,,,,2
ennui,2,,,,-2
enrage,2,,,,-2
enraged,2,,,,-2
enrages,2,,,,-2
enraging,2,,,,-2
enrapture,4,,,,3
enslave,2,,,,-2
enslaved,2,,,,-2
enslaves,2,,,,-2
ensure,3,,,,1
ensuring,3,,,,1
enterprising,3,,,,1
entertaining,4,,,,2
enthral,4,,,,3
enthusiastic,4,,,,3
entitled,3,,,,1
entrusted,4,,,,2
envies,2,,,,-1
envious,2,,,,-2
envy,2,,,,-1
envying,2,,,,-1
erroneous,2,,,,-2
error,2,,,,-2
errors,2,,,,-2
escape,2,,,,-1
escapes,2,,,,-1
escaping,2,,,,-1
esteemed,4,,,,2
ethical,4,,,,2
euphoria,4,,,,3
euphoric,5,,,,4
eviction,2,,,,-1
evil,1,,,,-3
exaggerate,2,,,,-2
exaggerated,2,,,,-2
exaggerates,2,,,,-2
exaggerating,2,,,,-2
exasperated,4,,,,2
excellence,4,,,,3
excellent,4,,,,3
excite,4,,,,3
excited,4,,,,3
excitement,4,,,,3
exciting,4,,,,3
exclude,2,,,,-1
excluded,2,,,,-2
exclusion,2,,,,-1
exclusive,4,,,,2
excuse,2,,,,-1
exempt,2,,,,-1
exhausted,2,,,,-2
exhilarated,4,,,,3
exhilarates,4,,,,3
exhilarating,4,,,,3
exonerate,4,,,,2
exonerated,4,,,,2
exonerates,4,,,,2
exonerating,4,,,,2
expand,3,,,,1
expands,3,,,,1
expel,2,,,,-2
expelled,2,,,,-2
expelling,2,,,,-2
expels,2,,,,-2
exploit,2,,,,-2
exploited,2,,,,-2
exploiting,2,,,,-2
exploits,2,,,,-2
exploration,3,,,,1
explorations,3,,,,1
expose,2,,,,-1
exposed,2,,,,-1
exposes,2,,,,-1
exposing,2,,,,-1
extend,3,,,,1
extends,3,,,,1
exuberant,5,,,,4
exultant,4,,,,3
exultantly,4,,,,3
fabulous,5,,,,4
fad,2,,,,-2
fag,1,,,,-3
faggot,1,,,,-3
faggots,1,,,,-3
fail,2,,,,-2
failed,2,,,,-2
failing,2,,,,-2
fails,2,,,,-2
failure,2,,,,-2
failures,2,,,,-2
fainthearted,2,,,,-2
fair,4,,,,2
faith,3,,,,1
faithful,4,,,,3
fake,1,,,,-3
fakes,1,,,,-3
faking,1,,,,-3
fallen,2,,,,-2
falling,2,,,,-1
falsified,1,,,,-3
falsify,1,,,,-3
fame,3,,,,1
fan,4,,,,3
fantastic,5,,,,4
farce,2,,,,-1
fascinate,4,,,,3
fascinated,4,,,,3
fascinates,4,,,,3
fascinating,4,,,,3
fascist,2,,,,-2
fascists,2,,,,-2
fatalities,1,,,,-3
fatality,1,,,,-3
fatigue,2,,,,-2
fatigued,2,,,,-2
fatigues,2,,,,-2
fatiguing,2,,,,-2
favor,4,,,,2
favored,4,,,,2
favorite,4,,,,2
favorited,4,,,,2
favorites,4,,,,2
favors,4,,,,2
fear,2,,,,-2
fearful,2,,,,-2
fearing,2,,,,-2
fearless,4,,,,2
fearsome,2,,,,-2
fed up,1,,,,-3
feeble,2,,,,-2
feeling,3,,,,1
felonies,1,,,,-3
felony,1,,,,-3
fervent,4,,,,2
fervid,4,,,,2
festive,4,,,,2
fiasco,1,,,,-3
fidgety,2,,,,-2
fight,2,,,,-1
fine,4,,,,2
fire,2,,,,-2
fired,2,,,,-2
firing,2,,,,-2
fit,3,,,,1
fitness,3,,,,1
flagship,4,,,,2
flees,2,,,,-1
flop,2,,,,-2
flops,2,,,,-2
flu,2,,,,-2
flustered,2,,,,-2
focused,4,,,,2
fond,4,,,,2
fondness,4,,,,2
fool,2,,,,-2
foolish,2,,,,-2
fools,2,,,,-2
forced,2,,,,-1
foreclosure,2,,,,-2
foreclosures,2,,,,-2
forget,2,,,,-1
forgetful,2,,,,-2
forgive,3,,,,1
forgiving,3,,,,1
forgotten,2,,,,-1
fortunate,4,,,,2
frantic,2,,,,-1
fraud,1,,,,-4
frauds,1,,,,-4
fraudster,1,,,,-4
fraudsters,1,,,,-4
fraudulence,1,,,,-4
fraudulent,1,,,,-4
free,3,,,,1
freedom,4,,,,2
frenzy,1,,,,-3
fresh,3,,,,1
friendly,4,,,,2
fright,2,,,,-2
frightened,2,,,,-2
frightening,1,,,,-3
frikin,2,,,,-2
frisky,4,,,,2
frowning,2,,,,-1
frustrate,2,,,,-2
frustrated,2,,,,-2
frustrates,2,,,,-2
frustrating,2,,,,-2
frustration,2,,,,-2
ftw,4,,,,3
fuck,1,,,,-4
fucked,1,,,,-4
fucker,1,,,,-4
fuckers,1,,,,-4
fuckface,1,,,,-4
fuckhead,1,,,,-4
fucking,1,,,,-4
fucktard,1,,,,-4
fud,1,,,,-3
fuked,1,,,,-4
fuking,1,,,,-4
fulfill,4,,,,2
fulfilled,4,,,,2
fulfills,4,,,,2
fuming,2,,,,-2
fun,5,,,,4
funeral,2,,,,-1
funerals,2,,,,-1
funky,4,,,,2
funnier,5,,,,4
funny,5,,,,4
furious,1,,,,-3
futile,4,,,,2
gag,2,,,,-2
gagged,2,,,,-2
gain,4,,,,2
gained,4,,,,2
gaining,4,,,,2
gains,4,,,,2
gallant,4,,,,3
gallantly,4,,,,3
gallantry,4,,,,3
generous,4,,,,2
genial,4,,,,3
ghost,2,,,,-1
giddy,2,,,,-2
gift,4,,,,2
glad,4,,,,3
glamorous,4,,,,3
glamourous,4,,,,3
glee,4,,,,3
gleeful,4,,,,3
gloom,2,,,,-1
gloomy,2,,,,-2
glorious,4,,,,2
glory,4,,,,2
glum,2,,,,-2
god,3,,,,1
goddamn,1,,,,-3
godsend,5,,,,4
good,4,,,,3
goodness,4,,,,3
grace,3,,,,1
gracious,4,,,,3
grand,4,,,,3
grant,3,,,,1
granted,3,,,,1
granting,3,,,,1
grants,3,,,,1
grateful,4,,,,3
gratification,4,,,,2
grave,2,,,,-2
gray,2,,,,-1
great,4,,,,3
greater,4,,,,3
greatest,4,,,,3
greed,1,,,,-3
greedy,2,,,,-2
green wash,1,,,,-3
green washing,1,,,,-3
greenwash,1,,,,-3
greenwasher,1,,,,-3
greenwashers,1,,,,-3
greenwashing,1,,,,-3
greet,3,,,,1
greeted,3,,,,1
greeting,3,,,,1
greetings,4,,,,2
greets,3,,,,1
grey,2,,,,-1
grief,2,,,,-2
grieved,2,,,,-2
gross,2,,,,-2
growing,3,,,,1
growth,4,,,,2
guarantee,3,,,,1
guilt,1,,,,-3
guilty,1,,,,-3
gullibility,2,,,,-2
gullible,2,,,,-2
gun,2,,,,-1
ha,4,,,,2
hacked,2,,,,-1
haha,4,,,,3
hahaha,4,,,,3
hahahah,4,,,,3
hail,4,,,,2
hailed,4,,,,2
hapless,2,,,,-2
haplessness,2,,,,-2
happiness,4,,,,3
happy,4,,,,3
hard,2,,,,-1
hardier,4,,,,2
hardship,2,,,,-2
hardy,4,,,,2
harm,2,,,,-2
harmed,2,,,,-2
harmful,2,,,,-2
harming,2,,,,-2
harms,2,,,,-2
harried,2,,,,-2
harsh,2,,,,-2
harsher,2,,,,-2
harshest,2,,,,-2
hate,1,,,,-3
hated,1,,,,-3
haters,1,,,,-3
hates,1,,,,-3
hating,1,,,,-3
haunt,2,,,,-1
haunted,2,,,,-2
haunting,3,,,,1
haunts,2,,,,-1
havoc,2,,,,-2
healthy,4,,,,2
heartbreaking,1,,,,-3
heartbroken,1,,,,-3
heartfelt,4,,,,3
heaven,4,,,,2
heavenly,5,,,,4
heavyhearted,2,,,,-2
hell,1,,,,-4
help,4,,,,2
helpful,4,,,,2
helping,4,,,,2
helpless,2,,,,-2
helps,4,,,,2
hero,4,,,,2
heroes,4,,,,2
heroic,4,,,,3
hesitant,2,,,,-2
hesitate,2,,,,-2
hid,2,,,,-1
hide,2,,,,-1
hides,2,,,,-1
hiding,2,,,,-1
highlight,4,,,,2
hilarious,4,,,,2
hindrance,2,,,,-2
hoax,2,,,,-2
homesick,2,,,,-2
honest,4,,,,2
honor,4,,,,2
honored,4,,,,2
honoring,4,,,,2
honour,4,,,,2
honoured,4,,,,2
honouring,4,,,,2
hooligan,2,,,,-2
